2018-06-24 18:47:08,400 - train.py: 91 - log - loc_loss: 0.056 | cls_loss: 0.647 | train_loss: 0.704 | avg_loss: 0.826
2018-06-24 18:52:23,034 - train.py: 91 - log - loc_loss: 0.065 | cls_loss: 0.638 | train_loss: 0.703 | avg_loss: 0.824

2018-06-24 18:52:25,728 - train.py: 91 - log - loc_loss: 0.060 | cls_loss: 0.626 | train_loss: 0.687 | avg_loss: 0.824

2018-06-24 18:52:28,463 - train.py: 91 - log - loc_loss: 0.061 | cls_loss: 0.611 | train_loss: 0.673 | avg_loss: 0.824

2018-06-24 18:52:31,579 - train.py: 91 - log - loc_loss: 0.064 | cls_loss: 0.602 | train_loss: 0.666 | avg_loss: 0.824

2018-06-24 18:52:34,720 - train.py: 91 - log - loc_loss: 0.062 | cls_loss: 0.589 | train_loss: 0.651 | avg_loss: 0.824

2018-06-24 18:52:37,379 - train.py: 91 - log - loc_loss: 0.063 | cls_loss: 0.637 | train_loss: 0.700 | avg_loss: 0.824

2018-06-24 18:52:40,312 - train.py: 91 - log - loc_loss: 0.068 | cls_loss: 0.622 | train_loss: 0.691 | avg_loss: 0.824

2018-06-24 18:52:43,094 - train.py: 91 - log - loc_loss: 0.065 | cls_loss: 0.630 | train_loss: 0.695 | avg_loss: 0.824

2018-06-24 18:52:46,245 - train.py: 91 - log - loc_loss: 0.068 | cls_loss: 0.609 | train_loss: 0.677 | avg_loss: 0.824

2018-06-24 18:52:49,107 - train.py: 91 - log - loc_loss: 0.065 | cls_loss: 0.632 | train_loss: 0.697 | avg_loss: 0.824

2018-06-24 18:52:51,799 - train.py: 91 - log - loc_loss: 0.065 | cls_loss: 0.602 | train_loss: 0.666 | avg_loss: 0.824

2018-06-24 18:52:54,937 - train.py: 91 - log - loc_loss: 0.060 | cls_loss: 0.589 | train_loss: 0.648 | avg_loss: 0.824

2018-06-24 18:52:57,676 - train.py: 91 - log - loc_loss: 0.059 | cls_loss: 0.668 | train_loss: 0.727 | avg_loss: 0.824

2018-06-24 18:53:00,616 - train.py: 91 - log - loc_loss: 0.063 | cls_loss: 0.655 | train_loss: 0.719 | avg_loss: 0.824

2018-06-24 18:53:03,618 - train.py: 91 - log - loc_loss: 0.064 | cls_loss: 0.608 | train_loss: 0.672 | avg_loss: 0.824

2018-06-24 18:53:06,371 - train.py: 91 - log - loc_loss: 0.064 | cls_loss: 0.592 | train_loss: 0.656 | avg_loss: 0.824

2018-06-24 18:53:09,016 - train.py: 91 - log - loc_loss: 0.063 | cls_loss: 0.601 | train_loss: 0.664 | avg_loss: 0.824

2018-06-24 18:53:11,683 - train.py: 91 - log - loc_loss: 0.062 | cls_loss: 0.625 | train_loss: 0.687 | avg_loss: 0.824

2018-06-24 18:53:14,427 - train.py: 91 - log - loc_loss: 0.064 | cls_loss: 0.664 | train_loss: 0.728 | avg_loss: 0.824

2018-06-24 18:53:17,434 - train.py: 91 - log - loc_loss: 0.054 | cls_loss: 0.583 | train_loss: 0.637 | avg_loss: 0.824

2018-06-24 18:53:20,535 - train.py: 91 - log - loc_loss: 0.067 | cls_loss: 0.590 | train_loss: 0.657 | avg_loss: 0.824

2018-06-24 18:53:23,304 - train.py: 91 - log - loc_loss: 0.065 | cls_loss: 0.621 | train_loss: 0.685 | avg_loss: 0.824

2018-06-24 18:53:26,078 - train.py: 91 - log - loc_loss: 0.065 | cls_loss: 0.657 | train_loss: 0.722 | avg_loss: 0.824

2018-06-24 18:53:28,810 - train.py: 91 - log - loc_loss: 0.065 | cls_loss: 0.660 | train_loss: 0.724 | avg_loss: 0.824

2018-06-24 18:53:31,520 - train.py: 91 - log - loc_loss: 0.067 | cls_loss: 0.602 | train_loss: 0.669 | avg_loss: 0.824

2018-06-24 18:53:34,316 - train.py: 91 - log - loc_loss: 0.062 | cls_loss: 0.649 | train_loss: 0.711 | avg_loss: 0.824

2018-06-24 18:53:37,370 - train.py: 91 - log - loc_loss: 0.065 | cls_loss: 0.632 | train_loss: 0.697 | avg_loss: 0.824

2018-06-24 18:53:40,475 - train.py: 91 - log - loc_loss: 0.060 | cls_loss: 0.587 | train_loss: 0.647 | avg_loss: 0.824

2018-06-24 18:53:43,674 - train.py: 91 - log - loc_loss: 0.068 | cls_loss: 0.620 | train_loss: 0.688 | avg_loss: 0.824

2018-06-24 18:53:46,837 - train.py: 91 - log - loc_loss: 0.067 | cls_loss: 0.638 | train_loss: 0.705 | avg_loss: 0.824

2018-06-24 18:53:49,377 - train.py: 91 - log - loc_loss: 0.065 | cls_loss: 0.652 | train_loss: 0.717 | avg_loss: 0.824

2018-06-24 18:53:52,177 - train.py: 91 - log - loc_loss: 0.066 | cls_loss: 0.591 | train_loss: 0.657 | avg_loss: 0.824

2018-06-24 18:53:55,079 - train.py: 91 - log - loc_loss: 0.063 | cls_loss: 0.612 | train_loss: 0.675 | avg_loss: 0.824

2018-06-24 18:53:58,239 - train.py: 91 - log - loc_loss: 0.063 | cls_loss: 0.616 | train_loss: 0.679 | avg_loss: 0.824

2018-06-24 18:54:00,884 - train.py: 91 - log - loc_loss: 0.064 | cls_loss: 0.655 | train_loss: 0.719 | avg_loss: 0.824

2018-06-24 18:54:04,000 - train.py: 91 - log - loc_loss: 0.058 | cls_loss: 0.532 | train_loss: 0.590 | avg_loss: 0.824

2018-06-24 18:54:07,074 - train.py: 91 - log - loc_loss: 0.063 | cls_loss: 0.599 | train_loss: 0.663 | avg_loss: 0.823

2018-06-24 18:54:09,843 - train.py: 91 - log - loc_loss: 0.067 | cls_loss: 0.645 | train_loss: 0.712 | avg_loss: 0.823

2018-06-24 18:54:12,909 - train.py: 91 - log - loc_loss: 0.064 | cls_loss: 0.600 | train_loss: 0.664 | avg_loss: 0.823

2018-06-24 18:54:15,882 - train.py: 91 - log - loc_loss: 0.066 | cls_loss: 0.582 | train_loss: 0.648 | avg_loss: 0.823

2018-06-24 18:54:18,583 - train.py: 91 - log - loc_loss: 0.064 | cls_loss: 0.642 | train_loss: 0.706 | avg_loss: 0.823

2018-06-24 18:54:21,664 - train.py: 91 - log - loc_loss: 0.064 | cls_loss: 0.609 | train_loss: 0.673 | avg_loss: 0.823

2018-06-24 18:54:24,445 - train.py: 91 - log - loc_loss: 0.071 | cls_loss: 0.634 | train_loss: 0.704 | avg_loss: 0.823

2018-06-24 18:54:27,329 - train.py: 91 - log - loc_loss: 0.062 | cls_loss: 0.632 | train_loss: 0.694 | avg_loss: 0.823

2018-06-24 18:54:30,524 - train.py: 91 - log - loc_loss: 0.064 | cls_loss: 0.600 | train_loss: 0.664 | avg_loss: 0.823

2018-06-24 18:54:33,767 - train.py: 91 - log - loc_loss: 0.069 | cls_loss: 0.703 | train_loss: 0.771 | avg_loss: 0.823

2018-06-24 18:54:36,513 - train.py: 91 - log - loc_loss: 0.057 | cls_loss: 0.624 | train_loss: 0.681 | avg_loss: 0.823

2018-06-24 18:54:39,280 - train.py: 91 - log - loc_loss: 0.062 | cls_loss: 0.587 | train_loss: 0.648 | avg_loss: 0.823

2018-06-24 18:54:41,962 - train.py: 91 - log - loc_loss: 0.061 | cls_loss: 0.637 | train_loss: 0.698 | avg_loss: 0.823

2018-06-24 18:54:45,088 - train.py: 91 - log - loc_loss: 0.066 | cls_loss: 0.621 | train_loss: 0.687 | avg_loss: 0.823

2018-06-24 18:54:47,824 - train.py: 91 - log - loc_loss: 0.063 | cls_loss: 0.574 | train_loss: 0.636 | avg_loss: 0.823

2018-06-24 18:54:50,482 - train.py: 91 - log - loc_loss: 0.066 | cls_loss: 0.632 | train_loss: 0.698 | avg_loss: 0.823

2018-06-24 18:54:53,296 - train.py: 91 - log - loc_loss: 0.061 | cls_loss: 0.550 | train_loss: 0.612 | avg_loss: 0.823

2018-06-24 18:54:56,190 - train.py: 91 - log - loc_loss: 0.062 | cls_loss: 0.610 | train_loss: 0.673 | avg_loss: 0.823

2018-06-24 18:54:58,806 - train.py: 91 - log - loc_loss: 0.066 | cls_loss: 0.680 | train_loss: 0.746 | avg_loss: 0.823

2018-06-24 18:55:01,595 - train.py: 91 - log - loc_loss: 0.065 | cls_loss: 0.653 | train_loss: 0.718 | avg_loss: 0.823

2018-06-24 18:55:04,674 - train.py: 91 - log - loc_loss: 0.061 | cls_loss: 0.584 | train_loss: 0.644 | avg_loss: 0.823

2018-06-24 18:55:07,381 - train.py: 91 - log - loc_loss: 0.064 | cls_loss: 0.604 | train_loss: 0.668 | avg_loss: 0.823

2018-06-24 18:55:10,140 - train.py: 91 - log - loc_loss: 0.066 | cls_loss: 0.682 | train_loss: 0.749 | avg_loss: 0.823

2018-06-24 18:55:13,359 - train.py: 91 - log - loc_loss: 0.071 | cls_loss: 0.642 | train_loss: 0.713 | avg_loss: 0.823

2018-06-24 18:55:16,093 - train.py: 91 - log - loc_loss: 0.060 | cls_loss: 0.638 | train_loss: 0.698 | avg_loss: 0.823

2018-06-24 18:55:18,766 - train.py: 91 - log - loc_loss: 0.056 | cls_loss: 0.589 | train_loss: 0.646 | avg_loss: 0.823

2018-06-24 18:55:21,475 - train.py: 91 - log - loc_loss: 0.063 | cls_loss: 0.597 | train_loss: 0.660 | avg_loss: 0.823

2018-06-24 18:55:24,327 - train.py: 91 - log - loc_loss: 0.067 | cls_loss: 0.588 | train_loss: 0.655 | avg_loss: 0.823

2018-06-24 18:55:27,132 - train.py: 91 - log - loc_loss: 0.062 | cls_loss: 0.622 | train_loss: 0.684 | avg_loss: 0.823

2018-06-24 18:55:30,226 - train.py: 91 - log - loc_loss: 0.067 | cls_loss: 0.693 | train_loss: 0.761 | avg_loss: 0.823

2018-06-24 18:55:33,188 - train.py: 91 - log - loc_loss: 0.059 | cls_loss: 0.539 | train_loss: 0.598 | avg_loss: 0.823

2018-06-24 18:55:36,512 - train.py: 91 - log - loc_loss: 0.064 | cls_loss: 0.617 | train_loss: 0.681 | avg_loss: 0.823

2018-06-24 18:55:39,139 - train.py: 91 - log - loc_loss: 0.059 | cls_loss: 0.597 | train_loss: 0.656 | avg_loss: 0.823

2018-06-24 18:55:41,847 - train.py: 91 - log - loc_loss: 0.068 | cls_loss: 0.633 | train_loss: 0.701 | avg_loss: 0.823

2018-06-24 18:55:44,664 - train.py: 91 - log - loc_loss: 0.060 | cls_loss: 0.640 | train_loss: 0.700 | avg_loss: 0.823

2018-06-24 18:55:47,780 - train.py: 91 - log - loc_loss: 0.067 | cls_loss: 0.610 | train_loss: 0.677 | avg_loss: 0.823

2018-06-24 18:55:50,996 - train.py: 91 - log - loc_loss: 0.061 | cls_loss: 0.555 | train_loss: 0.616 | avg_loss: 0.823

2018-06-24 18:55:53,632 - train.py: 91 - log - loc_loss: 0.059 | cls_loss: 0.649 | train_loss: 0.708 | avg_loss: 0.823

2018-06-24 18:55:56,756 - train.py: 91 - log - loc_loss: 0.061 | cls_loss: 0.620 | train_loss: 0.680 | avg_loss: 0.823

2018-06-24 18:55:59,488 - train.py: 91 - log - loc_loss: 0.060 | cls_loss: 0.593 | train_loss: 0.653 | avg_loss: 0.823

2018-06-24 18:56:02,523 - train.py: 91 - log - loc_loss: 0.065 | cls_loss: 0.593 | train_loss: 0.658 | avg_loss: 0.823

2018-06-24 18:56:05,662 - train.py: 91 - log - loc_loss: 0.062 | cls_loss: 0.556 | train_loss: 0.618 | avg_loss: 0.823

2018-06-24 18:56:08,675 - train.py: 91 - log - loc_loss: 0.061 | cls_loss: 0.602 | train_loss: 0.663 | avg_loss: 0.823

2018-06-24 18:56:11,749 - train.py: 91 - log - loc_loss: 0.064 | cls_loss: 0.638 | train_loss: 0.702 | avg_loss: 0.823

2018-06-24 18:56:14,618 - train.py: 91 - log - loc_loss: 0.072 | cls_loss: 0.710 | train_loss: 0.782 | avg_loss: 0.823

2018-06-24 18:56:17,676 - train.py: 91 - log - loc_loss: 0.067 | cls_loss: 0.654 | train_loss: 0.720 | avg_loss: 0.823

